Date,Adj Close (BNB),Volume (BNB),Adj Close (BTC),Volume (BTC),Adj Close (USDT),Volume (USDT),Adj Close (ETH),Volume (ETH)
09/12/2017,2.61043,27217000,15178.2002,13911300096,1.01713,1598909952,473.502014,2003849984
10/12/2017,2.48337,19258500,15455.40039,13433299968,1.01775,1649500032,441.721008,1404179968
11/12/2017,2.70665,19427000,16936.80078,12153900032,1.01856,1542119936,515.135986,1771440000
12/12/2017,2.68475,24523200,17415.40039,14603799552,1.07788,2240839936,651.43103,5179829760
13/12/2017,2.7781,28429500,16408.19922,12976900096,1.02716,2198139904,702.767029,4524539904
14/12/2017,3.15874,40335300,16564,13777399808,1.00819,2336179968,695.815979,3821580032
15/12/2017,3.99615,52745900,17706.90039,14309999616,1.0161,2044499968,684.447998,2758710016
16/12/2017,4.66465,54002400,19497.40039,12740599808,1.00742,1592729984,696.208984,2165690112
17/12/2017,5.75672,98159600,19140.80078,13314599936,1.00924,1931020032,719.974976,2147389952
18/12/2017,5.61585,66623700,19114.19922,14839499776,1.01302,2517230080,794.64502,3249230080
19/12/2017,5.79233,66695200,17776.69922,16894499840,1.01068,3073860096,826.822998,4096549888
20/12/2017,5.17621,47866900,16624.59961,22149699584,1.00018,3751790080,819.085999,3969939968
21/12/2017,5.18001,46905500,15802.90039,16516599808,1.00921,3106720000,821.062988,3569060096
22/12/2017,4.33615,36672600,13831.79981,22197999616,1.01795,4687949824,674.859985,4977710080
23/12/2017,4.83926,32930300,14699.2002,13086000128,1.04526,2353740032,719.387024,2480339968
24/12/2017,5.28568,43676900,13925.79981,11572299776,1.02303,2611589888,694.14801,2300549888
25/12/2017,6.56001,66374400,14026.59961,10664699904,1.01113,1708380032,765.833984,2491760128
26/12/2017,9.02942,167812992,16099.79981,13454300160,1.00407,1854780032,773.835999,2201159936
27/12/2017,10.107,167808000,15838.5,12487600128,1.00366,1939949952,762.84198,2100029952
28/12/2017,9.32141,109298000,14606.5,12336499712,1.00659,2211409920,737.02301,2389149952
29/12/2017,8.8076,70849400,14656.2002,13025500160,1.00564,1929090048,753.59198,2648969984
30/12/2017,7.84101,72933904,12952.2002,14452599808,1.02135,2711059968,717.257019,3187780096
31/12/2017,8.63558,74927904,14156.40039,12136299520,1.01226,1927010048,756.732971,2554269952
01/01/2018,8.41461,66422800,13657.2002,10291200000,1.00728,1685299968,772.640991,2595760128
02/01/2018,8.83777,104789000,14982.09961,16846600192,1.0049,2635859968,884.44397,5783349760
03/01/2018,9.53588,108852000,15201,16871900160,1.01344,2471689984,962.719971,5093159936
04/01/2018,9.21399,158819008,15599.2002,21783199744,1.00253,3200130048,980.921997,6502859776
05/01/2018,14.9172,341504992,17429.5,23840899072,0.998634,3096620032,997.719971,6683149824
06/01/2018,22.7598,637020992,17527,18314600448,1.00899,2620080128,1041.680054,4662219776
07/01/2018,18.656799,258050000,16477.59961,15866000384,1.00157,2338180096,1153.170044,5569880064
08/01/2018,18.2609,296617984,15170.09961,18413899776,1.00932,3815749888,1148.530029,8450970112
09/01/2018,17.4118,194750000,14595.40039,16659999744,1.00599,2766180096,1299.73999,7965459968
10/01/2018,17.3908,146582000,14973.29981,18500800512,1.00128,3189860096,1255.819946,9214950400
11/01/2018,21.0427,389228000,13405.79981,16534099968,1.00171,3841110016,1154.930054,7235899904
12/01/2018,22.316299,387537984,13980.59961,12065699840,1.00608,2668219904,1273.199951,5222300160
13/01/2018,22.1744,181676000,14360.2002,12763599872,1.00202,2759879936,1396.420044,5746760192
14/01/2018,20.7773,129239000,13772,11084099584,1.01612,2960410112,1366.77002,4841630208
15/01/2018,19.564699,244154000,13819.79981,12750799872,1.00662,2557179904,1291.920044,4781100032
16/01/2018,13.8919,399951008,11490.5,18853799936,1.03415,5552929792,1053.689941,8405139968
17/01/2018,14.2032,299411008,11188.59961,18830600192,1.01453,5588839936,1014.25,8545160192
18/01/2018,14.2804,204899008,11474.90039,15020399616,1.02311,4302300160,1036.280029,5938319872
19/01/2018,14.9406,139882000,11607.40039,10740400128,1.00454,2876989952,1039.099976,4084450048
20/01/2018,16.1903,156744992,12899.2002,11801700352,1.00111,2942779904,1155.150024,3975190016
21/01/2018,14.0683,141562000,11600.09961,9935179776,0.999861,3302010112,1049.579956,3378089984
22/01/2018,13.0146,138026000,10931.40039,10537400320,1.00504,3274899968,1003.26001,3810099968
23/01/2018,13.0935,91706200,10868.40039,9660609536,1.00505,3126830080,986.229004,3556699904
24/01/2018,13.6287,105736000,11359.40039,9940989952,0.997484,2620630016,1058.780029,3944039936
25/01/2018,13.2284,105648000,11259.40039,8873169920,0.999595,2571930112,1056.030029,4050190080
26/01/2018,13.2182,113429000,11171.40039,9746199552,1.00414,2957009920,1055.170044,3617690112
27/01/2018,13.253,84009400,11440.7002,7583269888,0.993325,2051980032,1107.069946,3002870016
28/01/2018,13.5402,93871104,11786.29981,8350360064,0.98879,2546639872,1246.01001,5372329984
29/01/2018,12.7645,71294304,11296.40039,7107359744,0.995319,2031160064,1182.359985,3715079936
30/01/2018,11.2507,59389600,10106.29981,8637859840,0.986486,3108630016,1071.130005,4107859968
31/01/2018,11.145,50435000,10221.09961,8041160192,0.990274,2663930112,1118.310059,3757560064
01/02/2018,9.51584,82984200,9170.540039,9959400448,0.986939,3498899968,1036.790039,5261680128
02/02/2018,9.65229,91468200,8830.75,12726899712,0.990747,4785869824,915.784973,6713290240
03/02/2018,9.74968,56556200,9174.910156,7263790080,1.00131,2488529920,964.018982,3243480064
04/02/2018,8.45864,49990000,8277.009766,7073549824,1.01013,2504640000,834.682007,2997090048
05/02/2018,6.70503,55276900,6955.27002,9285289984,0.996308,4078980096,697.950989,4269530112
06/02/2018,8.28885,97189904,7754,13999800320,1.01009,6247249920,793.122009,6518269952
07/02/2018,8.09501,77970304,7621.299805,9169280000,1.0014,3307539968,757.067993,3896179968
08/02/2018,8.5955,82496000,8265.589844,9346750464,1.01891,2466619904,817.807007,3708189952
09/02/2018,9.73046,9284,8736.980469,6784820224,1.00211,1631139968,883.86499,2495820032
10/02/2018,9.25597,80123200,8621.900391,7780960256,1.0037,2628379904,860.414978,2930530048
11/02/2018,8.70491,68554600,8129.970215,6122189824,0.999251,2431739904,814.659973,2486650112
12/02/2018,9.32247,50792600,8926.570313,6256439808,1.00009,2457489920,868.70697,2243450112
13/02/2018,8.98678,41593400,8598.30957,5696719872,1.0011,2226759936,845.257996,2081170048
14/02/2018,10.4006,68781600,9494.629883,7909819904,1.00077,3066190080,923.560974,2818370048
15/02/2018,10.9311,108962000,10166.40039,9062540288,1.00541,3286909952,936.976013,2900100096
16/02/2018,11.2016,71131800,10233.90039,7296159744,1.0021,2605819904,944.210022,2369449984
17/02/2018,11.6893,76093504,11112.7002,8660880384,1.0037,2797600000,974.11499,2525720064
18/02/2018,10.7024,62044700,10551.79981,8744009728,1.00519,3124179968,923.921021,2567290112
19/02/2018,11.0757,54898800,11225.29981,7652089856,1.00061,2546439936,943.86499,2169019904
20/02/2018,9.90451,66512400,11403.7002,9926540288,1.00061,3126220032,895.370972,2545260032
21/02/2018,9.38079,55087600,10690.40039,9405339648,1.00097,3459830016,849.971008,2531729920
22/02/2018,8.90403,47216100,10005,8040079872,1.00409,2904620032,812.844971,2150370048
23/02/2018,9.69211,53626800,10301.09961,7739500032,1.00157,2815280128,864.189026,2334820096
24/02/2018,9.14191,48709200,9813.070313,6917929984,1.00284,2417710080,840.515015,1926579968
25/02/2018,9.3466,43814500,9664.730469,5706939904,1.00034,1968850048,844.809998,1646960000
26/02/2018,9.90232,53540300,10366.7002,7287690240,0.999561,2362210048,869.315002,2044480000
27/02/2018,10.6599,97184400,10725.59961,6966179840,1.00052,2473019904,878.265015,2053980032
28/02/2018,10.4382,69036400,10397.90039,6936189952,0.998903,2414230016,855.198975,1963980032
01/03/2018,10.5097,72474200,10951,7317279744,1.00042,2285570048,872.200012,1868519936
02/03/2018,10.2248,46449100,11086.40039,7620590080,0.99973,2172250112,856.853027,1894419968
03/03/2018,10.2179,40001900,11489.7002,6690570240,1.00087,2181489920,857.224976,1699369984
04/03/2018,10.3481,37886900,11512.59961,6084149760,0.997612,2133910016,866.677979,1697939968
05/03/2018,10.1105,38605100,11573.29981,6468539904,0.998864,2227680000,853.684021,1898489984
06/03/2018,9.38438,38182600,10779.90039,6832169984,1.0005,2491849984,816.950989,1943069952
07/03/2018,9.03488,79740800,9965.570313,8797910016,1.00248,3037380096,752.830994,2175419904
08/03/2018,8.31044,48535100,9395.009766,7186089984,1.00591,2636689920,704.596008,1891640064
09/03/2018,8.31307,46893300,9337.549805,8704190464,1.00166,3131620096,728.916016,2233019904
10/03/2018,7.67166,41645000,8866,5386319872,1.00519,2218810112,686.890015,1532960000
11/03/2018,8.27238,45451700,9578.629883,6296370176,1.00384,2394810112,723.338989,1562680064
12/03/2018,8.03927,51188100,9205.120117,6457399808,1.00235,2155559936,699.830994,1764999936
13/03/2018,10.1152,216111008,9194.849609,5991139840,0.999843,1890040064,690.827026,1425959936
14/03/2018,8.95921,124112000,8269.80957,6438230016,1.00275,2151670016,614.291016,1810560000
15/03/2018,9.09908,104531000,8300.860352,6834429952,1.00128,2259869952,611.304016,1770460032
16/03/2018,9.11132,97626000,8338.349609,5289379840,0.998551,1872050048,601.666016,1417350016
17/03/2018,8.98774,94679904,7916.879883,4426149888,1.00162,1687920000,552.778992,1267810048
18/03/2018,8.95185,94840304,8223.679688,6639190016,1.00308,2639470080,538.643982,2685499904
19/03/2018,8.99274,97938896,8630.650391,6729110016,0.989867,2638089984,556.726013,2046790016
20/03/2018,9.16093,96919504,8913.469727,6361789952,0.996832,2506319872,557.174988,1833680000
21/03/2018,9.982,131761000,8929.280273,6043129856,0.999244,2353890048,561.731995,1781270016
22/03/2018,10.0663,112305000,8728.469727,5530390016,0.998982,2171849984,539.702026,1523459968
23/03/2018,11.7376,157246000,8879.620117,5954120192,0.990235,1995699968,539.619019,1596349952
24/03/2018,13.0891,255358000,8668.120117,5664600064,1.0091,1785500032,526.439026,1300009984
25/03/2018,12.7831,189518000,8495.780273,4569880064,0.999686,1511320064,524.286987,1151170048
26/03/2018,12.0614,132353000,8209.400391,5921039872,1.00341,2183960064,489.950989,1638880000
27/03/2018,11.5083,102579000,7833.040039,5378250240,1.00161,2051079936,450.115997,1617939968
28/03/2018,11.6404,92931200,7954.47998,4935289856,0.999204,1857049984,446.278992,1514179968
29/03/2018,10.1961,81352096,7165.700195,6361229824,0.998623,2486609920,385.967987,1970230016
30/03/2018,10.3504,75551600,6890.52002,6289509888,0.998943,2596849920,394.644989,1878130048
31/03/2018,11.0559,89256304,6973.529785,4553269760,1.00077,1763719936,396.457001,1323920000
01/04/2018,11.0662,87918096,6844.22998,4532100096,0.99981,1832530048,379.606995,1256930048
02/04/2018,12.6207,116071000,7083.799805,4333440000,1.00013,1550880000,386.424988,1102259968
03/04/2018,13.3607,141287008,7456.109863,5499700224,1.00037,1753520000,416.893005,1363399936
04/04/2018,12.1904,119600000,6853.839844,4936000000,1.00083,1772329984,380.542999,1287730048
05/04/2018,12.4536,103864000,6811.470215,5639320064,1.00253,1609469952,383.231995,1210680064
06/04/2018,12.2584,81989696,6636.319824,3766810112,1.00109,1257110016,370.285004,967105984
07/04/2018,12.4557,87924896,6911.089844,3976610048,0.999644,1332259968,385.313995,951475008
08/04/2018,12.1176,79045000,7023.52002,3652499968,0.996809,1090880000,400.507996,948488000
09/04/2018,11.8683,80643696,6770.72998,4894060032,0.997555,1678770048,398.526001,1478390016
10/04/2018,12.0362,87608200,6834.759766,4272750080,0.997356,1253949952,414.243011,1196000000
11/04/2018,12.2309,92759696,6968.319824,4641889792,1.00025,1741699968,430.540009,1439040000
12/04/2018,12.9525,133239000,7889.25,8906250240,0.996831,3636590080,492.94101,2519360000
13/04/2018,13.5368,148215008,7895.959961,7764460032,0.998895,3218919936,492.734985,2419249920
14/04/2018,13.2444,94980800,7986.240234,5191430144,0.999766,2060220032,501.477997,1519079936
15/04/2018,13.0588,115373000,8329.110352,5244480000,0.998602,2057859968,531.702026,1726089984
16/04/2018,12.21,75965504,8058.669922,5631309824,0.997592,2125180032,511.147003,1758979968
17/04/2018,11.7694,77537400,7902.089844,6900879872,0.998556,2075650048,502.894012,1760359936
18/04/2018,12.2757,90015104,8163.419922,6529909760,0.997609,2112089984,524.789001,1762940032
19/04/2018,12.3526,78661696,8294.30957,7063209984,0.997185,2217799936,567.888977,2256869888
20/04/2018,12.5752,86036096,8845.830078,8438110208,0.998338,3458870016,615.718018,2849469952
21/04/2018,13.3784,141582000,8895.580078,7548550144,0.999014,3570040064,605.39502,2612460032
22/04/2018,12.8759,84873000,8802.459961,6629899776,0.996196,3176019968,621.859985,2426269952
23/04/2018,13.6253,132041000,8930.879883,6925190144,0.997847,3075480064,642.547974,2386830080
24/04/2018,15.266,165599008,9697.5,10678800384,1.00476,5033249792,708.15802,3581860096
25/04/2018,13.2909,144820992,8845.740234,11083100160,0.991809,6126580224,615.416016,4216140032
26/04/2018,14.6536,127788000,9281.509766,8970559488,0.999614,4206320128,662.809021,2984009984
27/04/2018,14.3291,101995000,8987.049805,7566289920,1.00415,4060179968,647.031982,2598129920
28/04/2018,15.2001,122360000,9348.480469,7805479936,0.999335,4066050048,683.677979,2496659968
29/04/2018,15.0562,105495000,9419.080078,8853000192,0.998016,5167799808,688.880981,2740559872
30/04/2018,14.3121,83765800,9240.549805,8673920000,0.998919,4498440192,669.924011,2853100032
01/05/2018,14.1643,75433904,9119.009766,7713019904,1.00349,3901110016,673.612976,2678960128
02/05/2018,14.4092,80730304,9235.919922,7558159872,0.997464,3711889920,687.148987,2822269952
03/05/2018,14.6526,104726000,9743.860352,10207299584,0.997973,4307829760,779.54303,4210939904
04/05/2018,14.3295,79940496,9700.759766,8217829888,0.998561,3844979968,785.624023,3533410048
05/05/2018,14.3687,71502096,9858.150391,7651939840,0.996284,3848780032,816.119995,3035040000
06/05/2018,13.9426,74731600,9654.799805,7222280192,0.997202,3948859904,792.310974,3105570048
07/05/2018,13.7025,59800200,9373.009766,7394019840,0.997237,4137240064,753.724976,4316120064
08/05/2018,13.529,57865500,9234.820313,7415869952,1.00212,3317769984,752.856995,2920489984
09/05/2018,14.6602,99046304,9325.179688,7226890240,1.00051,3236689920,752.275024,2877870080
10/05/2018,13.8184,68250000,9043.94043,6906699776,1.00134,3430200064,727.276978,2748950016
11/05/2018,12.9939,57027500,8441.490234,8488520192,1.00225,4733060096,679.585999,3290080000
12/05/2018,12.9439,44001000,8504.889648,6821380096,1.0011,4539990016,686.047974,2668480000
13/05/2018,13.1187,70816496,8723.94043,5866379776,1.00325,3179099904,733.495972,2362500096
14/05/2018,12.8707,49317700,8716.790039,7364149760,1.00127,3820280064,730.549011,3005110016
15/05/2018,12.5678,45696200,8510.379883,6705710080,1.00114,3315440128,708.870972,2523069952
16/05/2018,12.2605,35233200,8368.830078,6760220160,0.99995,3238190080,707.049988,2476130048
17/05/2018,12.465,54251500,8094.319824,5862530048,1.00019,3026749952,672.656982,2350619904
18/05/2018,15.1354,243260992,8250.969727,5764190208,1.00111,3051709952,694.367004,2305740032
19/05/2018,14.2457,138320992,8247.179688,4712399872,1.00036,2569299968,696.530029,2021549952
20/05/2018,14.1178,95390200,8513.25,5191059968,0.999117,2610939904,715.369019,2156910080
21/05/2018,14.7223,97367296,8418.990234,5154990080,1.00297,2406449920,699.221985,2005170048
22/05/2018,13.9255,86545104,8041.779785,5137010176,1.00297,2417590016,647.741028,2230469888
23/05/2018,12.6262,68215200,7557.819824,6491120128,1.00402,3360600064,583.585022,2995429888
24/05/2018,13.0003,54410900,7587.339844,6049220096,0.998818,3122710016,601.755005,2791099904
25/05/2018,13.008,49173800,7480.140137,4867829760,1.00044,2375610112,586.734009,2110919936
26/05/2018,12.7591,43258400,7355.879883,4051539968,0.99989,1872140032,587.280029,1694300032
27/05/2018,12.6058,36691600,7368.220215,4056519936,0.999182,1885900032,572.66803,1788790016
28/05/2018,11.8943,33398400,7135.990234,5040600064,1.00249,2582710016,516.036011,2356900096
29/05/2018,12.5717,48807700,7472.589844,5662660096,1.00068,3003919872,565.388,2330820096
30/05/2018,12.5709,43146300,7406.52002,4922540032,0.999727,2429060096,559.590027,2053970048
31/05/2018,14.1902,93931696,7494.169922,5127130112,0.998003,2613339904,577.64502,1985040000
01/06/2018,14.2408,80342200,7541.450195,4921460224,1.00099,2486080000,580.04303,1945890048
02/06/2018,14.6797,87983000,7643.450195,4939299840,0.99353,3187569920,591.807983,1880390016
03/06/2018,14.566,82182304,7720.25,4851760128,1.0001,2796300032,618.328979,1832550016
04/06/2018,14.2611,58219100,7514.470215,4993169920,1.00052,2798279936,592.984985,1903430016
05/06/2018,15.5993,101474000,7633.759766,4961739776,1.00102,2796069888,609.302979,1844269952
06/06/2018,17.247499,157806000,7653.97998,4692259840,1.00069,2508359936,607.124023,1756530048
07/06/2018,16.2631,131031000,7678.240234,4485799936,0.99875,2554540032,605.187012,1880140032
08/06/2018,16.2738,94394600,7624.919922,4227579904,1.00179,2219579904,601.077026,1637779968
09/06/2018,15.9632,85299904,7531.97998,3845220096,1.00608,2006880000,597.562012,1519309952
10/06/2018,14.1842,79288200,6786.02002,5804839936,0.998215,3845029888,526.479004,2234880000
11/06/2018,15.3835,83039696,6906.919922,4745269760,1.00193,2913220096,533.283997,1982119936
12/06/2018,15.2262,116016000,6582.359863,4654380032,1.00077,2702340096,496.842987,1932760064
13/06/2018,14.5891,97415904,6349.899902,5052349952,1.00353,3056750080,477.493988,2080130048
14/06/2018,14.8953,80329504,6675.350098,5138710016,1.00395,3104209920,519.742004,2458650112
15/06/2018,15.0481,79159296,6456.580078,3955389952,1.00695,2376110080,491.003998,1808269952
16/06/2018,15.8092,81354704,6550.160156,3194170112,1.00424,1797939968,499.641998,1314109952
17/06/2018,16.5788,107346000,6499.27002,3104019968,1.00548,1548390016,500.447998,1264870016
18/06/2018,16.8797,106776000,6734.819824,4039200000,1.00283,2073910016,518.890991,1513869952
19/06/2018,16.6996,80738096,6769.939941,4057029888,1.00022,2253370112,537.95697,1726569984
20/06/2018,16.061899,65190300,6776.549805,3888640000,0.998829,2215259904,536.268005,1596290048
21/06/2018,17.053301,122980000,6729.740234,3529129984,1.00053,2017639936,527.367004,1462070016
22/06/2018,15.5939,113751000,6083.689941,5079810048,1.003,3747810048,465.816986,2226030080
23/06/2018,15.5512,70431104,6162.47998,3431360000,1.00198,2500859904,474.519989,1651379968
24/06/2018,14.4476,96256304,6173.22998,4566909952,1.0051,3952620032,457.671997,2490579968
25/06/2018,14.9209,60358000,6249.180176,5500810240,1.00062,3956019968,460.309998,4007950080
26/06/2018,14.12,37503400,6093.669922,3279759872,1.00056,2025110016,432.772003,1356560000
27/06/2018,14.0501,44136600,6157.129883,3296219904,0.997935,2055360000,442.36499,1368940032
28/06/2018,14.1246,67290496,5903.439941,3467800064,0.997193,2331049984,422.36499,1360790016
29/06/2018,14.5086,52784600,6218.299805,3966230016,1.00333,2482319872,436.009003,1564499968
30/06/2018,14.6573,59676900,6404,4543860224,0.999192,2540620032,455.179993,1475939968
01/07/2018,14.4041,38434400,6385.819824,4788259840,0.998821,3653040128,453.917999,1511730048
02/07/2018,14.5706,55614000,6614.180176,4396930048,0.998859,2787729920,475.346985,1625789952
03/07/2018,14.1715,60657300,6529.589844,4672309760,1.00032,2786769920,464.195007,1683939968
04/07/2018,14.0055,37043700,6597.549805,4176689920,0.999195,2638139904,467.317993,1549769984
05/07/2018,13.8505,41185300,6639.140137,4999240192,1.00614,3606159872,474.411987,1828610048
06/07/2018,13.5296,33466000,6673.5,4313959936,1.00316,2460250112,474.011993,1627609984
07/07/2018,14.4048,79974896,6856.930176,3961080064,1.00621,2134790016,491.660004,1358360064
08/07/2018,13.9919,60275400,6773.879883,3386210048,1.00425,2142080000,489.118988,1344560000
09/07/2018,13.6645,36874000,6741.75,3718129920,1.0075,2358560000,476.682007,1533799936
10/07/2018,12.7613,36507100,6329.950195,4052430080,1.0012,2974149888,434.424011,1789069952
11/07/2018,12.7049,38867700,6394.709961,3644859904,1.00116,2524790016,446.518005,1422470016
12/07/2018,12.0706,26008100,6228.810059,3770170112,0.99907,2404160000,430.074005,1495440000
13/07/2018,12.1801,29709900,6238.049805,3805400064,1.00142,2279970048,434.027008,1489670016
14/07/2018,12.0965,21534200,6276.120117,2923670016,1.00265,1620770048,436.085999,1235820032
15/07/2018,12.2891,26346900,6359.640137,3285459968,0.998352,1919559936,449.850006,1350160000
16/07/2018,13.2373,47198600,6741.75,4725799936,0.999139,2864659968,480.65799,1858680064
17/07/2018,13.7128,74443200,7321.040039,5961950208,1.00013,3620499968,501.002014,2288100096
18/07/2018,12.8648,75446304,7370.779785,6103410176,1.00221,4082030080,480.513,2371559936
19/07/2018,12.918,49364800,7466.859863,5111629824,0.998088,3188349952,469.618988,2068739968
20/07/2018,12.0709,40466000,7354.129883,4936869888,1.00103,3072349952,450.697998,1821350016
21/07/2018,12.1853,28726700,7419.290039,3726609920,1.00004,2164900096,462.436005,1504310016
22/07/2018,12.1199,20692400,7418.490234,3695460096,0.999843,2209939968,459.657013,1338589952
23/07/2018,12.0199,28137700,7711.109863,5132480000,0.997496,2808819968,450.852997,1596999936
24/07/2018,12.1451,46762700,8424.269531,7277689856,0.996505,4417310208,479.372986,2287520000
25/07/2018,12.9394,72083200,8181.390137,5845400064,0.998791,3514560000,472.493011,1930780032
26/07/2018,13.3973,61881400,7951.580078,4899089920,0.997951,2894500096,464.036987,1621560064
27/07/2018,13.9227,66040700,8165.009766,5195879936,0.997118,3092310016,469.665985,1734259968
28/07/2018,14.6017,75159904,8192.150391,3988750080,0.997887,2298899968,466.89801,1531890048
29/07/2018,14.0212,56547100,8218.459961,4107190016,0.998919,2404489984,466.665009,1631910016
30/07/2018,13.2169,35991600,8180.47998,5551400000,0.99891,4311410000,457.080994,2141590000
31/07/2018,13.7754,66537000,7780.439941,5287530000,0.999507,3253100000,433.867004,1820680000
01/08/2018,13.5739,53833700,7624.910156,4797620000,0.999409,3059190000,420.747009,1888060000
02/08/2018,14.1769,50481200,7567.149902,4214110000,1.00066,2539460000,412.621002,1569300000
03/08/2018,14.1346,70449300,7434.390137,4627150000,0.999095,2843800000,418.261993,1722340000
04/08/2018,13.8424,60865200,7032.850098,4268390000,0.998505,2526060000,407.252014,1466540000
05/08/2018,13.6232,43000300,7068.47998,3679110000,0.999347,2204100000,410.515991,1396820000
06/08/2018,13.6991,46799600,6951.799805,3925900000,1.00095,2336390000,406.65799,1384880000
07/08/2018,13.1461,45119500,6753.120117,4682800000,1.00154,2942000000,380.214996,1828350000
08/08/2018,12.1437,44898500,6305.799805,5064430000,1.00169,3421800000,356.613007,2016080000
09/08/2018,12.858,41389000,6568.22998,4267040000,1.00424,2626630000,365.588013,1616610000
10/08/2018,12.1308,37026400,6184.709961,4528680000,1.00158,2887490000,334.175995,1699400000
11/08/2018,11.7366,29253100,6295.72998,4047850000,1.00985,2630390000,322.112,1790370000
12/08/2018,11.7418,23290300,6322.689941,5665250000,1.00049,4066320000,319.570007,1625420000
13/08/2018,10.2282,34827100,6297.569824,4083980000,1.00393,2596380000,286.494995,1751190000
14/08/2018,9.42011,39515200,6199.709961,5301700000,0.997543,3917750000,278.932007,2137850000
15/08/2018,9.46301,42994900,6308.52002,4895450000,1.00125,3277720000,282.364014,1878150000
16/08/2018,9.80233,24709700,6334.72998,4328420000,1.00122,2741290000,288.04599,1552970000
17/08/2018,10.8678,37502400,6580.629883,4992990000,0.997761,3783430000,315.729004,1995460000
18/08/2018,9.90758,27803700,6423.759766,3984520000,1.00286,3247510000,295.812012,1764020000
19/08/2018,10.1562,21218500,6506.069824,3311170000,1.00052,2622560000,300.834015,1447910000
20/08/2018,9.70093,17617700,6308.529785,3665100000,1.00539,2596870000,274.315002,1413790000
21/08/2018,9.71463,13228100,6488.759766,3377180000,1.0007,2350790000,281.944,1164120000
22/08/2018,9.53973,23929500,6376.709961,4668110000,1.00035,3325510000,271.341003,1507660000
23/08/2018,9.71504,17327500,6534.879883,3426180000,0.998976,2392970000,277.104004,1271160000
24/08/2018,10.2347,22814900,6719.959961,4097820000,1.00178,2850500000,282.96701,1450170000
25/08/2018,10.1358,19561400,6763.189941,3312600000,1.001,1958700000,279.645996,1208360000
26/08/2018,10.1856,22551200,6707.259766,3295500000,0.999227,1946530000,275.196991,1206650000
27/08/2018,11.2128,44953500,6884.640137,4019000000,0.997802,2718980000,285.602997,1406790000
28/08/2018,11.4861,43860800,7096.279785,4659940000,0.999395,2991530000,296.498993,1513350000
29/08/2018,11.1735,33530600,7047.160156,4145880000,1.00066,3024040000,289.312012,1474460000
30/08/2018,10.7626,23247800,6978.22998,4463250000,1.00003,2764870000,284.105011,1513100000
31/08/2018,11.0138,22638200,7037.580078,4495650000,1.00351,2659230000,283.003998,1411910000
